or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik,deal_id,filer_cik,sec_start,sec_end
FREESCALE SEMICONDUCTOR INC,APPLE INC,2011-04-11,22,,320193.0,403,320193.0,2011-01-11,2011-07-10
FRENRY COMPANY INC THE,FLORIDA POOL PRODUCTS INC A CORP OF FL,1990-11-29,27,,945841.0,404,945841.0,1990-08-31,1991-02-27
FROLIKOV ALEX,MICRON TECHNOLOGY INC,2018-04-30,37,,723125.0,405,723125.0,2018-01-30,2018-07-29
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2009-01-01,21,1321834.0,,406,1321834.0,2008-10-03,2009-04-01
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2019-04-20,51,1321834.0,,407,1321834.0,2019-01-20,2019-07-19
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2021-11-02,25,1321834.0,,408,1321834.0,2021-08-04,2022-01-31
GADHACHANDA VENKAT RAO,ACHILLION PHARMACEUTICALS INC,2016-03-11,25,,1691082.0,409,1691082.0,2015-12-12,2016-06-09
GAINEY CHARLES W JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,1970-02-02,22,,51143.0,410,51143.0,1969-11-04,1970-05-03
GANDHAM SHASHIDHAR,CISCO TECHNOLOGY INC,2016-07-11,29,,1779474.0,411,1779474.0,2016-04-12,2016-10-09
GANT THOMAS G,AUSPEX PHARMACEUTICALS INC,2010-01-07,41,,1691082.0,412,1691082.0,2009-10-09,2010-04-07
GANTZ JEREMY,NIKE INC,2018-10-18,23,,320187.0,413,320187.0,2018-07-20,2019-01-16
GAO JIAN,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,21,,1852440.0,414,1852440.0,2017-01-27,2017-07-26
GARCIA GUSTAVO MARCELO,PIONEER HIBRED INTERNATIONAL INC,2011-02-03,20,,105319.0,415,105319.0,2010-11-05,2011-05-04
GARDNER MARK I,ADVANCED MICRO DEVICES INC,1997-12-17,21,,2488.0,416,2488.0,1997-09-18,1998-03-17
GAUTHIER ROBERT J JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0,417,51143.0,2014-08-19,2015-02-15
GE FINANCIAL ASSURANCE HOLDINGS INC,GENWORTH FINANCIAL INC,2004-05-24,85,1397911.0,1276520.0,418,1397911.0,2004-02-24,2004-08-22
GE MEDICAL SYSTEMS GLOBAL TECHNOLOGY COMPANY LLC,GENERAL ELECTRIC COMPANY,2003-03-31,75,,40545.0,419,40545.0,2002-12-31,2003-06-29
GE WANGMAO,AGENSYS INC,2002-05-06,40,,924383.0,420,924383.0,2002-02-05,2002-08-04
GEMELOS GEORGE,NATERA INC,2015-04-17,30,,1604821.0,421,1604821.0,2015-01-17,2015-07-16
GENERAL ELECTRIC COMPANY,ABB SCHWEIZ AG,2018-07-20,28,40545.0,,422,40545.0,2018-04-21,2018-10-18
GENERAL ELECTRIC COMPANY,BAKER HUGHES A GE COMPANY LLC,2017-07-03,26,40545.0,,423,40545.0,2017-04-04,2017-10-01
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2018-11-01,92,40545.0,,424,40545.0,2018-08-03,2019-01-30
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2019-02-25,29,40545.0,,425,40545.0,2018-11-27,2019-05-26
GENERAL ELECTRIC COMPANY,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,2020-03-20,22,40545.0,,426,40545.0,2019-12-21,2020-06-18
GENERAL ELECTRIC COMPANY,HAIER US APPLIANCE SOLUTIONS INC,2016-06-06,49,40545.0,,427,40545.0,2016-03-08,2016-09-04
GENERAL ELECTRIC COMPANY,SABIC INNOVATIVE PLASTICS IP BV,2007-08-31,21,40545.0,,428,40545.0,2007-06-02,2007-11-29
GEO LABS INC,GEO ACQUISITION CORP,1999-12-21,33,,1998781.0,429,1998781.0,1999-09-22,2000-03-20
GERHARD ADRIAN C,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,,51143.0,430,51143.0,2014-08-21,2015-02-17
GHOSH KOUSHIK,EASTMAN CHEMICAL COMPANY,2019-09-10,25,,915389.0,431,915389.0,2019-06-12,2019-12-09
GIBSON ALEX OCONNOR,FORD GLOBAL TECHNOLOGIES LLC,2013-02-20,31,,932021.0,432,932021.0,2012-11-22,2013-05-21
GIEGEL JOSHUA,HYPERLOOP TECHNOLOGIES INC,2016-01-26,24,,1321834.0,433,1321834.0,2015-10-28,2016-04-25
GILEAD PHARMASSET LLC,GILEAD SCIENCES INC,2021-10-20,38,,882095.0,434,882095.0,2021-07-22,2022-01-18
GILEAD SCIENCES INC,GILEAD PHARMASSET LLC,2014-04-11,20,882095.0,,435,882095.0,2014-01-11,2014-07-10
GILMORE STEVEN,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,20,,932021.0,436,932021.0,2017-10-12,2018-04-10
GLOVER KRISTOPHER,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0,437,1321834.0,2009-10-15,2010-04-13
GMEDELAWARE 2 LLC,GLOBUS MEDICAL INC,2015-11-30,36,,1237831.0,438,1237831.0,2015-09-01,2016-02-28
GNUBIO INC,BIORAD LABORATORIES INC,2017-05-08,21,,12208.0,439,12208.0,2017-02-07,2017-08-06
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-05-12,32,,1169561.0,440,1169561.0,2008-02-12,2008-08-10
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-09-12,28,,1169561.0,441,1169561.0,2008-06-14,2008-12-11
GOLDFINGER TECHNOLOGIES LLC,AKRION TECHNOLOGIES INC,2006-01-25,50,,1964979.0,442,1964979.0,2005-10-27,2006-04-25
GOOD TECHNOLOGY SOFTWARE INC,GOOD TECHNOLOGY HOLDINGS LIMITED,2016-05-27,25,1779474.0,,443,1779474.0,2016-02-27,2016-08-25
GOODE PAUL V,DEXCOM INC,2005-03-28,27,,1093557.0,444,1093557.0,2004-12-28,2005-06-26
GOODE PAUL V JR,DEXCOM INC,2004-01-12,54,,1093557.0,445,1093557.0,2003-10-14,2004-04-11
GRACENOTE INC,ROKU INC,2021-04-15,34,,1428439.0,446,1428439.0,2021-01-15,2021-07-14
GRADY LEO,HEARTFLOW INC,2017-02-16,23,,1464521.0,447,1464521.0,2016-11-18,2017-05-17
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2017-01-30,31,,932021.0,448,932021.0,2016-11-01,2017-04-30
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2019-03-21,30,,932021.0,449,932021.0,2018-12-21,2019-06-19
GRAY WILLIAM J,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-12,20,,4962.0,450,4962.0,2004-04-13,2004-10-10
GREENBERGER JEREMY A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-08-25,23,,51143.0,451,51143.0,2014-05-27,2014-11-23
GREENE LESLIE ANN,ATYR PHARMA INC,2013-07-11,40,,1339970.0,452,1339970.0,2013-04-12,2013-10-09
GREINER DAN F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,,51143.0,453,51143.0,2007-10-12,2008-04-09
GRIFFITHS PAUL G,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,20,,1035267.0,454,1035267.0,2015-06-27,2015-12-24
GROENSMA YPE,TECHNOLOGIES HOLDINGS CORP,2011-04-26,55,,2186.0,455,2186.0,2011-01-26,2011-07-25
GROHMAN WOJCIECH,LENNOX INDUSTRIES INC,2009-10-20,26,,72162.0,456,72162.0,2009-07-22,2010-01-18
GROTE EDWIN MICHAEL,PIONEER HIBRED INTERNATIONAL INC,2011-02-24,20,,105319.0,457,105319.0,2010-11-26,2011-05-25
GRUBSTEIN KATHERINE YERRE,DEXCOM INC,2014-12-16,22,,1093557.0,458,1093557.0,2014-09-17,2015-03-16
GSCHWIND MICHAEL KARL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-22,25,,51143.0,459,51143.0,2013-10-24,2014-04-22
GU YOUNG MO,LG ELECTRONICS INC,2001-08-08,26,,2058873.0,460,2058873.0,2001-05-10,2001-11-06
GUARRAIA MARK JOSEPH,BECTON DICKINSON AND COMPANY,2012-05-16,20,,10795.0,461,10795.0,2012-02-16,2012-08-14
GUPTA LOKESH M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2012-12-06,20,,51143.0,462,51143.0,2012-09-07,2013-03-06
GUSTAFSON GARY,FORMA THERAPEUTICS INC,2016-06-16,20,,1001316.0,463,1001316.0,2016-03-18,2016-09-14
GUTIERREZ ROMAN C,TESSERA MEMS TECHNOLOGIES INC,2010-11-10,22,,1321834.0,464,1321834.0,2010-08-12,2011-02-08
HA JIUG,LG ELECTRONICS INC,2020-01-08,24,,2058873.0,465,2058873.0,2019-10-10,2020-04-07
HA YOUNGSOO,LG ELECTRONICS INC,2013-07-22,20,,2058873.0,466,2058873.0,2013-04-23,2013-10-20
HA YOUNGSOO,LG ELECTRONICS INC,2017-03-10,32,,2058873.0,467,2058873.0,2016-12-10,2017-06-08
HA YOUNGSOO,LG ELECTRONICS INC,2020-02-07,37,,2058873.0,468,2058873.0,2019-11-09,2020-05-07
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-25,24,,4962.0,469,4962.0,2006-07-27,2007-01-23
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2008-03-10,29,,4962.0,470,4962.0,2007-12-11,2008-06-08
HAMBALI GREGORI G,KERRYS BROMELIAD NURSERY INC DBA TWYFORD INTERNATIONAL,2007-01-17,20,,105319.0,471,105319.0,2006-10-19,2007-04-17
HAN JONGHEE,LG ELECTRONICS INC,2013-07-19,20,,2058873.0,472,2058873.0,2013-04-20,2013-10-17
HAN JONGKI,SK TELECOM CO LTD,2013-06-03,31,,1015650.0,473,1015650.0,2013-03-05,2013-09-01
HAN SONGYI,LG ELECTRONICS INC,2016-12-29,27,,2058873.0,474,2058873.0,2016-09-30,2017-03-29
HAN SUNGKYONG,LG ELECTRONICS INC,2020-01-08,24,,2058873.0,475,2058873.0,2019-10-10,2020-04-07
HANEY WILLIAM,DRAGONFLY THERAPEUTICS INC,2019-09-18,31,,1001316.0,476,1001316.0,2019-06-20,2019-12-17
HANGZHOU H3C TECHNOLOGIES CO LTD,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2016-05-01,63,,1645590.0,477,1645590.0,2016-02-01,2016-07-30
HANKEY M EVANS,APPLE INC,2014-12-12,21,,320193.0,478,320193.0,2014-09-13,2015-03-12
HANKEY M EVANS,APPLE INC,2015-01-31,39,,320193.0,479,320193.0,2014-11-02,2015-05-01
HANKEY M EVANS,APPLE INC,2020-08-18,20,,320193.0,480,320193.0,2020-05-20,2020-11-16
HANKEY M EVANS,APPLE INC,2020-12-14,27,,320193.0,481,320193.0,2020-09-15,2021-03-14
HARNEJA SANCHAY,CISCO TECHNOLOGY INC,2017-08-11,33,,1779474.0,482,1779474.0,2017-05-13,2017-11-09
HASHIMOTO AKIHIRO,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,,1691082.0,483,1691082.0,2015-12-12,2016-06-09
HAUBERG JONATHAN C,DAYTON TECHNOLOGIES INC,2000-04-06,29,,1321834.0,484,1321834.0,2000-01-07,2000-07-05
HAWAII BIOTECH INC,CARDAX PHARMACEUTICALS INC,2006-08-08,29,,1691082.0,485,1691082.0,2006-05-10,2006-11-06
HCA HEALTHCARE INC,CHCA INC,2019-11-18,23,860730.0,,486,860730.0,2019-08-20,2020-02-16
HEADWAY TECHNOLOGIES INC,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,2019-02-04,60,1321834.0,1046179.0,487,1321834.0,2018-11-06,2019-05-05
HEAP ANTHONY H,GM GLOBAL TECHNOLOGY OPERATIONS INC,2008-09-16,24,,1779474.0,488,1779474.0,2008-06-18,2008-12-15
HEFFNER ELLIOT LEE,PIONEER HIBRED INTERNATIONAL INC,2020-03-19,24,,105319.0,489,105319.0,2019-12-20,2020-06-17
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-15,20,,2058873.0,490,2058873.0,2013-12-15,2014-06-13
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-17,29,,2058873.0,491,2058873.0,2013-12-17,2014-06-15
HENDRY HENDRY,LG ELECTRONICS INC,2022-01-05,44,,2058873.0,492,2058873.0,2021-10-07,2022-04-05
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2011-02-22,20,,105319.0,493,105319.0,2010-11-24,2011-05-23
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2020-03-07,20,,105319.0,494,105319.0,2019-12-08,2020-06-05
HENRY JOSHUA,FORD GLOBAL TECHNOLOGIES LLC,2019-01-24,23,,932021.0,495,932021.0,2018-10-26,2019-04-24
HERMES MICROVISION INC,HERMES MICROVISION INCORPORATED BV,2018-12-19,67,65770.0,,496,65770.0,2018-09-20,2019-03-19
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-03-02,151,1645590.0,,497,1645590.0,2016-12-02,2017-05-31
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-04-05,23,1645590.0,,498,1645590.0,2017-01-05,2017-07-04
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-02,91,,1645590.0,499,1645590.0,2015-07-04,2015-12-31
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-27,1380,,1645590.0,500,1645590.0,2015-07-29,2016-01-25
HGST NETHERLANDS BV,WESTERN DIGITAL TECHNOLOGIES INC,2016-08-31,108,,1321834.0,501,1321834.0,2016-06-02,2016-11-29
HIGHLAND THERAPEUTICS INC,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-11-14,20,1001316.0,1691082.0,502,1001316.0,2013-08-16,2014-02-12
HILL MATTHEW,NATERA INC,2015-04-17,33,,1604821.0,503,1604821.0,2015-01-17,2015-07-16
HISTORX INC,NOVARTIS AG,2014-12-18,21,,1114448.0,504,1114448.0,2014-09-19,2015-03-18
HITACHI DISPLAYS LTD,HITACHI DISPLAYS LTD,2010-06-30,55,47710.0,47710.0,505,47710.0,2010-04-01,2010-09-28
HITACHI DISPLAYS LTD,IPS ALPHA SUPPORT CO LTD,2010-06-30,65,47710.0,,506,47710.0,2010-04-01,2010-09-28
HITACHI LTD,ELPIDA MEMORY INC,2006-06-14,22,47710.0,,507,47710.0,2006-03-16,2006-09-12
HITACHI LTD,HITACHI MEDICAL CORPORATION,1993-09-14,23,47710.0,,508,47710.0,1993-06-16,1993-12-13
HITACHI LTD,HITACHI MEDICAL CORPORATION,1994-01-25,42,47710.0,,509,47710.0,1993-10-27,1994-04-25
HITACHI LTD,RENESAS TECHNOLOGY CORP,2003-09-12,20,47710.0,,510,47710.0,2003-06-14,2003-12-11
HITACHI LTD,RENESAS TECHNOLOGY CORPORATION,2003-09-12,133,47710.0,,511,47710.0,2003-06-14,2003-12-11
HOENIG JULIAN,APPLE INC,2014-12-08,22,,320193.0,512,320193.0,2014-09-09,2015-03-08
HOENIG JULIAN,APPLE INC,2015-01-19,42,,320193.0,513,320193.0,2014-10-21,2015-04-19
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2011-04-20,35,,2186.0,514,2186.0,2011-01-20,2011-07-19
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2012-04-11,51,,2186.0,515,2186.0,2012-01-12,2012-07-10
HOLBROOK ARTHUR MARTIN,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0,516,1321834.0,2009-10-15,2010-04-13
HOLLAND SACHA J,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0,517,1034842.0,2002-12-04,2003-06-02
HOLLOWAY LEE HAHN,CLOUDFLARE INC,2010-11-04,23,,1477333.0,518,1477333.0,2010-08-06,2011-02-02
HOLTEC INTERNATIONAL INC,SMR LLC,2014-01-08,20,105319.0,,519,105319.0,2013-10-10,2014-04-08
HONEYWELL INTERNATIONAL INC,ADEMCO INC,2018-07-29,59,773840.0,,520,773840.0,2018-04-30,2018-10-27
HONEYWELL INTERNATIONAL INC,FINISAR CORPORATION,2004-03-01,32,773840.0,,521,773840.0,2003-12-02,2004-05-30
HONG FEI,ATYR PHARMA INC,2013-07-11,36,,1339970.0,522,1339970.0,2013-04-12,2013-10-09
HONG HO TAEK,LG ELECTRONICS INC,2006-09-29,24,,2058873.0,523,2058873.0,2006-07-01,2006-12-28
HONG HO TAEK,LG ELECTRONICS INC,2008-08-14,31,,2058873.0,524,2058873.0,2008-05-16,2008-11-12
HONG JIPYO,LG ELECTRONICS INC,2019-10-28,23,,2058873.0,525,2058873.0,2019-07-30,2020-01-26
HONG SUNGRYONG,LG ELECTRONICS INC,2015-12-22,23,,2058873.0,526,2058873.0,2015-09-23,2016-03-21
HONG SUNGRYONG,LG ELECTRONICS INC,2016-04-04,25,,2058873.0,527,2058873.0,2016-01-05,2016-07-03
HOOKER DAVID,GANART TECHNOLOGIES INC,2010-01-15,21,,1321834.0,528,1321834.0,2009-10-17,2010-04-15
HOSSEINIMAKAREM ZAHRA,MICRON TECHNOLOGY INC,2021-02-14,20,,723125.0,529,723125.0,2020-11-16,2021-05-15
HOWARTH RICHARD P,APPLE COMPUTER INC,2005-10-18,22,,320193.0,530,320193.0,2005-07-20,2006-01-16
HOWARTH RICHARD P,APPLE INC,2007-12-17,34,,320193.0,531,320193.0,2007-09-18,2008-03-16
HOWARTH RICHARD P,APPLE INC,2014-12-08,22,,320193.0,532,320193.0,2014-09-09,2015-03-08
HOWARTH RICHARD P,APPLE INC,2015-01-20,43,,320193.0,533,320193.0,2014-10-22,2015-04-20
HOWARTH RICHARD P,APPLE INC,2020-08-25,20,,320193.0,534,320193.0,2020-05-27,2020-11-23
HPM INC,METROPOLITAN LIFE INSURANCE COMPANY,1990-08-01,20,47217.0,,535,47217.0,1990-05-03,1990-10-30
HR ASSET HOLDINGS INC,YANICKLO TECHNOLOGY LIMITED LIABILITY COMPANY,2010-02-04,41,2026353.0,,536,2026353.0,2009-11-06,2010-05-05
HSU KEN Y,ST FRANCIS MEDICAL TECHNOLOGIES INC,2006-12-03,24,,1321834.0,537,1321834.0,2006-09-04,2007-03-03
HUBBARD JOSHUA W,CORNERSTONE CM INC,2014-11-11,21,,814083.0,538,814083.0,2014-08-13,2015-02-09
HUBERT RENE S,AGENSYS INC,2002-05-04,51,,924383.0,539,924383.0,2002-02-03,2002-08-02
HUFFER STARLA D,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,26,,105319.0,540,105319.0,1994-01-06,1994-07-05
HUFFSTETLER GARY,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,24,,72162.0,541,72162.0,2003-03-22,2003-09-18
HUFFSTETLER GARY,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,20,,72162.0,542,72162.0,2003-12-26,2004-06-23
HUH BYUNGMU,LG ELECTRONICS INC,2016-12-01,31,,2058873.0,543,2058873.0,2016-09-02,2017-03-01
HUH BYUNGMU,LG ELECTRONICS INC,2017-06-01,22,,2058873.0,544,2058873.0,2017-03-03,2017-08-30
HUH BYUNGMU,LG ELECTRONICS INC,2017-07-01,33,,2058873.0,545,2058873.0,2017-04-02,2017-09-29
HWANG JUNGBAE,LG ELECTRONICS INC,2017-04-26,25,,2058873.0,546,2058873.0,2017-01-26,2017-07-25
HWANG JUNGBAE,LG ELECTRONICS INC,2017-05-06,33,,2058873.0,547,2058873.0,2017-02-05,2017-08-04
HWANG MANTAE,LG ELECTRONICS INC,2017-04-26,25,,2058873.0,548,2058873.0,2017-01-26,2017-07-25
HWCES INTERNATIONAL,HWC ENERGY SERVICES INC,2006-02-28,27,,1699039.0,549,1699039.0,2005-11-30,2006-05-29
HYDRA BIOSCIENCES INC,ELI LILLY AND COMPANY,2018-12-14,30,1863127.0,,550,1863127.0,2018-09-15,2019-03-14
I2 TECHNOLOGIES INC,I2 TECHNOLOGIES US INC,2001-07-01,116,1321655.0,1321834.0,551,1321655.0,2001-04-02,2001-09-29
I2 TECHNOLOGIES INC,I2 TECHNOLOGIES US INC,2001-07-18,33,1321655.0,1321834.0,552,1321655.0,2001-04-19,2001-10-16
IBM INDIA PRIVATE LIMITED,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-05-26,24,,51143.0,553,51143.0,2014-02-25,2014-08-24
IDC LLC,QUALCOMM MEMS TECHNOLOGIES INC,2009-09-25,92,,1321834.0,554,1321834.0,2009-06-27,2009-12-24
INCIPIO TECHNOLOGIES INC,INCIPIO LLC,2015-12-31,20,1321834.0,,555,1321834.0,2015-10-02,2016-03-30
INFINEON TECHNOLOGIES AG,MARVELL INTERNATIONAL LTD,2009-02-05,22,1107457.0,1940941.0,556,1107457.0,2008-11-07,2009-05-06
INFINEON TECHNOLOGIES AG,POLARIS INNOVATIONS LIMITED,2015-07-08,22,1107457.0,,557,1107457.0,2015-04-09,2015-10-06
INFINEON TECHNOLOGIES AG,QIMONDA AG,2006-04-25,39,1107457.0,,558,1107457.0,2006-01-25,2006-07-24
INFINEON TECHNOLOGIES AMERICAS CORP,MACOM TECHNOLOGY SOLUTIONS HOLDINGS INC,2018-10-11,24,1107457.0,1493594.0,559,1107457.0,2018-07-13,2019-01-09
INFINEON TECHNOLOGIES NORTH AMERICA CORP,INFINEON TECHNOLOGIES AG,2003-08-12,20,1107457.0,1107457.0,560,1107457.0,2003-05-14,2003-11-10
INFINEON TECHNOLOGIES NORTH AMERICA CORP,INFINEON TECHNOLOGIES AG,2003-08-13,20,1107457.0,1107457.0,561,1107457.0,2003-05-15,2003-11-11
INTEGRATED DEVICE TECHNOLOGY INC,NETLOGIC MICROSYSTEMS INC,2009-07-17,27,1779474.0,,562,1779474.0,2009-04-18,2009-10-15
INTEL CORPORATION,APPLE INC,2019-11-30,171,,320193.0,563,320193.0,2019-09-01,2020-02-28
INTERNATIONAL BUSINESS MACHINES CORPORATION,EBAY INC,2012-09-28,302,51143.0,1065088.0,564,51143.0,2012-06-30,2012-12-27
INTERNATIONAL BUSINESS MACHINES CORPORATION,ECOBEE INC,2019-01-10,68,51143.0,,565,51143.0,2018-10-12,2019-04-10
INTERNATIONAL BUSINESS MACHINES CORPORATION,HCL TECHNOLOGIES LIMITED,2019-08-11,22,51143.0,,566,51143.0,2019-05-13,2019-11-09
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-06-30,32,51143.0,932021.0,567,51143.0,2003-04-01,2003-09-28
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-07-16,31,51143.0,932021.0,568,51143.0,2003-04-17,2003-10-14
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-08-11,31,51143.0,932021.0,569,51143.0,2003-05-13,2003-11-09
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-10-02,29,51143.0,932021.0,570,51143.0,2003-07-04,2003-12-31
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2003-12-01,58,51143.0,932021.0,571,51143.0,2003-09-02,2004-02-29
INTERNATIONAL BUSINESS MACHINES CORPORATION,HITACHI GLOBAL STORAGE TECHNOLOGIES NETHERLANDS BV,2005-03-30,62,51143.0,932021.0,572,51143.0,2004-12-30,2005-06-28
INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-01-02,21,51143.0,51143.0,573,51143.0,2017-10-04,2018-04-02
INTERNATIONAL BUSINESS MACHINES CORPORATION,NUANCE COMMUNICATIONS INC,2009-03-31,68,51143.0,,574,51143.0,2008-12-31,2009-06-29
INTERNATIONAL BUSINESS MACHINES CORPORATION,PURE STORAGE INC,2019-06-11,55,51143.0,1474432.0,575,51143.0,2019-03-13,2019-09-09
INTERNATIONAL BUSINESS MACHINES CORPORATION,PURE STORAGE INC,2019-06-18,39,51143.0,1474432.0,576,51143.0,2019-03-20,2019-09-16
INTERNATIONAL BUSINESS MACHINES CORPORATION,SERVICENOW INC,2018-01-02,22,51143.0,1373715.0,577,51143.0,2017-10-04,2018-04-02
INTERNATIONAL BUSINESS MACHINES CORPORATION,TESSERA INC,2019-12-27,55,51143.0,,578,51143.0,2019-09-28,2020-03-26
INTERNATIONAL BUSINESS MACHINES CORPORATION,UTOPUS INSIGHTS INC,2017-03-13,25,51143.0,,579,51143.0,2016-12-13,2017-06-11
INTERNATIONAL GAME TECHNOLOGY,IGT,2002-10-22,25,1931717.0,,580,1931717.0,2002-07-24,2003-01-20
INTRALUMINAL THERAPEUTICS INC,KENSEY NASH CORPORATION,2006-05-23,25,1001316.0,,581,1001316.0,2006-02-22,2006-08-21
INTUITIVE SURGICAL INC,INTUITIVE SURGICAL OPERATIONS INC,2010-02-19,228,1035267.0,1035267.0,582,1035267.0,2009-11-21,2010-05-20
INVARIUM INC,CADENCE DESIGN SYSTEMS INC,2008-06-04,24,,813672.0,583,813672.0,2008-03-06,2008-09-02
IP HOLDINGS INC,SMART MOBILE INC,2015-07-24,45,1681206.0,,584,1681206.0,2015-04-25,2015-10-22
ISP INVESTMENTS INC,TROY TECHNOLOGY II INC,2015-07-01,28,,1779474.0,585,1779474.0,2015-04-02,2015-09-29
IVE JONATHAN P,APPLE COMPUTER INC,2005-11-28,21,,320193.0,586,320193.0,2005-08-30,2006-02-26
IVE JONATHAN P,APPLE INC,2007-12-21,35,,320193.0,587,320193.0,2007-09-22,2008-03-20
IVE JONATHAN P,APPLE INC,2014-01-21,22,,320193.0,588,320193.0,2013-10-23,2014-04-21
IVE JONATHAN P,APPLE INC,2014-12-09,22,,320193.0,589,320193.0,2014-09-10,2015-03-09
IVE JONATHAN P,APPLE INC,2015-02-05,63,,320193.0,590,320193.0,2014-11-07,2015-05-06
IVE JONATHAN P,APPLE INC,2016-03-01,20,,320193.0,591,320193.0,2015-12-02,2016-05-30
IVE JONATHAN P,APPLE INC,2020-11-04,28,,320193.0,592,320193.0,2020-08-06,2021-02-02
IZALLALEN MOUNIR,EASTMAN CHEMICAL COMPANY,2019-09-17,25,,915389.0,593,915389.0,2019-06-19,2019-12-16
JAEDE JULIAN,APPLE INC,2020-08-07,20,,320193.0,594,320193.0,2020-05-09,2020-11-05
JAHNES CHRISTOPHER V,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-30,24,,51143.0,595,51143.0,2013-11-01,2014-04-30
JAIN MANISHA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0,596,4962.0,2006-08-30,2007-02-26
JAKOBOVITS AYA,AGENSYS INC,2002-05-06,51,,924383.0,597,924383.0,2002-02-05,2002-08-04
JDA TECHNOLOGIES US INC,JDA SOFTWARE GROUP INC,2011-05-24,66,1321834.0,,598,1321834.0,2011-02-23,2011-08-22
JENKINS BARRETT,GANART TECHNOLOGIES INC,2010-01-14,21,,1321834.0,599,1321834.0,2009-10-16,2010-04-14
JENSEN STEVEN D,CAO GROUP INC,2015-05-28,28,,1419559.0,600,1419559.0,2015-02-27,2015-08-26
