cik,accession,document,description,type,doc_class
51143,000155837020000200,ibm-20200121_def.xml,EX-101.DEF,EX-101.DEF,other
51143,000155837020000200,ibm-20200121_lab.xml,EX-101.LAB,EX-101.LAB,other
51143,000155837020000200,ibm-20200121_pre.xml,EX-101.PRE,EX-101.PRE,other
51143,000155837020000200,ibm-20200121x8kb17421b_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
51143,000095015714001202,form8k.htm,CURRENT REPORT,8-K,other
51143,000095015714001202,ex1.htm,UNDERWRITING AGREEMENT,EX-1,financing
51143,000095015714001202,ex2.htm,FORM OF FLOATING RATE NOTE DUE 2021,EX-2,financing
51143,000095015714001202,0000950157-14-001202.txt,Complete submission text file,,other
51143,000110465917014730,a17-7689_18k.htm,8-K,8-K,other
51143,000110465917014730,a17-7689_1ex99d1.htm,EX-99.1,EX-99.1,other
51143,000110465917014730,g76891mm03i001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai002.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai006.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai007.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai008.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai009.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ai010.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm01i001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm01i002.jpg,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm01i003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm01i004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm01i005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i002.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i006.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i007.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i008.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i009.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i010.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i011.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i012.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i013.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm07i014.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei002.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei006.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei007.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei008.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei009.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei010.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei011.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei012.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei013.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei014.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei015.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei016.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei017.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei018.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei019.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ei020.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci001.jpg,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci002.jpg,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci006.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci007.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci008.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci009.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05ci010.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi001.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi002.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi003.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi004.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi005.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi006.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi007.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi008.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi009.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi010.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi011.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi012.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi013.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi014.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi015.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi016.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi017.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi018.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi019.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,g76891mm05gi020.gif,GRAPHIC,GRAPHIC,other
51143,000110465917014730,0001104659-17-014730.txt,Complete submission text file,,other
51143,000095015714000111,form8k.htm,CURRENT REPORT,8-K,other
51143,000095015714000111,ex1.htm,UNDERWRITING AGREEMENT,EX-1,financing
51143,000095015714000111,ex2.htm,FORM OF FLOATING RATE NOTE DUE 2016,EX-2,financing
51143,000095015714000111,ex3.htm,FORM OF 1.950% NOTE DUE 2019,EX-3,financing
51143,000095015714000111,ex4.htm,FORM OF FLOATING RATE NOTE DUE 2019,EX-4,financing
51143,000095015714000111,ex5.htm,FORM OF 3.625% NOTE DUE 2024,EX-5,financing
51143,000095015714000111,0000950157-14-000111.txt,Complete submission text file,,other
51143,000155837019008923,ibm-20191016x8k.htm iXBRL,8-K,8-K,other
51143,000155837019008923,ibm-20191016ex9918007bd.htm,EX-99.1,EX-99.1,other
51143,000155837019008923,ibm-20191016ex9927c0e19.htm,EX-99.2,EX-99.2,other
51143,000155837019008923,ibm-20191016ex993ebceb4.htm,EX-99.3,EX-99.3,other
51143,000155837019008923,ibm20191016ex993ebceb4001.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4002.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4003.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4004.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4005.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4006.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4007.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4008.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4009.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4010.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4011.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4012.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4013.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4014.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4015.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4016.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4017.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4018.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4019.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4020.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4021.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4022.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4023.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4024.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4025.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4026.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4027.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4028.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4029.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4030.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,ibm20191016ex993ebceb4031.gif,GRAPHIC,GRAPHIC,other
51143,000155837019008923,0001558370-19-008923.txt,Complete submission text file,,other
51143,000155837019008923,ibm-20191016.xsd,EX-101.SCH,EX-101.SCH,other
51143,000155837019008923,ibm-20191016_def.xml,EX-101.DEF,EX-101.DEF,other
51143,000155837019008923,ibm-20191016_lab.xml,EX-101.LAB,EX-101.LAB,other
51143,000155837019008923,ibm-20191016_pre.xml,EX-101.PRE,EX-101.PRE,other
51143,000155837019008923,ibm-20191016x8k_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
51143,000110465919005863,a19-3850_18k.htm,8-K,8-K,other
51143,000110465919005863,a19-3850_1ex99d1.htm,EX-99.1,EX-99.1,other
51143,000110465919005863,0001104659-19-005863.txt,Complete submission text file,,other
51143,000110465917027921,a17-12049_18k.htm,8-K,8-K,other
51143,000110465917027921,0001104659-17-027921.txt,Complete submission text file,,other
51143,000110465913004014,a13-2074_28k.htm,8-K,8-K,other
51143,000110465913004014,0001104659-13-004014.txt,Complete submission text file,,other
51143,000005114314000010,ibm14q3_10q.htm,10-Q,10-Q,other
51143,000005114314000010,ibm14q3_ex11.htm,EX-11,EX-11,other
51143,000005114314000010,ibm14q3_ex12.htm,EX-12,EX-12,other
51143,000005114314000010,ibm14q3_ex31d1.htm,EX-31.1,EX-31.1,other
51143,000005114314000010,ibm14q3_ex31d2.htm,EX-31.2,EX-31.2,other
51143,000005114314000010,ibm14q3_ex32d1.htm,EX-32.1,EX-32.1,other
51143,000005114314000010,ibm14q3_ex32d2.htm,EX-32.2,EX-32.2,other
51143,000005114314000010,0000051143-14-000010.txt,Complete submission text file,,other
51143,000005114314000010,ibm-20140930.xml,EX-101.INS,EX-101.INS,other
51143,000005114314000010,ibm-20140930.xsd,EX-101.SCH,EX-101.SCH,other
51143,000005114314000010,ibm-20140930_cal.xml,EX-101.CAL,EX-101.CAL,other
51143,000005114314000010,ibm-20140930_def.xml,EX-101.DEF,EX-101.DEF,other
51143,000005114314000010,ibm-20140930_lab.xml,EX-101.LAB,EX-101.LAB,other
51143,000005114314000010,ibm-20140930_pre.xml,EX-101.PRE,EX-101.PRE,other
51143,000110465907078049,a07-24846_110q.htm,10-Q,10-Q,other
51143,000110465907078049,a07-24846_1ex10d1.htm,EX-10.1,EX-10.1,material_contract_other
51143,000110465907078049,a07-24846_1ex10d2.htm,EX-10.2,EX-10.2,material_contract_other
51143,000110465907078049,a07-24846_1ex10d3.htm,EX-10.3,EX-10.3,material_contract_other
51143,000110465907078049,a07-24846_1ex10d4.htm,EX-10.4,EX-10.4,material_contract_other
51143,000110465907078049,a07-24846_1ex10d5.htm,EX-10.5,EX-10.5,material_contract_other
51143,000110465907078049,a07-24846_1ex11.htm,EX-11,EX-11,other
51143,000110465907078049,a07-24846_1ex12.htm,EX-12,EX-12,other
51143,000110465907078049,a07-24846_1ex31d1.htm,EX-31.1,EX-31.1,other
51143,000110465907078049,a07-24846_1ex31d2.htm,EX-31.2,EX-31.2,other
51143,000110465907078049,a07-24846_1ex32d1.htm,EX-32.1,EX-32.1,other
51143,000110465907078049,a07-24846_1ex32d2.htm,EX-32.2,EX-32.2,other
51143,000110465907078049,0001104659-07-078049.txt,Complete submission text file,,other
51143,000110465916116198,a16-9862_18k.htm,8-K,8-K,other
51143,000110465916116198,0001104659-16-116198.txt,Complete submission text file,,other
51143,000110465914028123,a14-10357_18k.htm,8-K,8-K,other
51143,000110465914028123,g103571bii001.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii002.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii003.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii004.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii005.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii006.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii007.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii008.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii009.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii010.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii011.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii012.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii013.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii014.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii015.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii016.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii017.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii018.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii019.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii020.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii021.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii022.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii023.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii024.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii025.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii026.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii027.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii028.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii029.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii030.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii031.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii032.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii033.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,g103571bii034.gif,GRAPHIC,GRAPHIC,other
51143,000110465914028123,0001104659-14-028123.txt,Complete submission text file,,other
51143,000155837019009324,ibm-20190930x10q.htm iXBRL,10-Q,10-Q,other
51143,000155837019009324,ibm-20190930ex32a17b828.htm,EX-3.2,EX-3.2,other
51143,000155837019009324,ibm-20190930ex101626ec5.htm,EX-10.1,EX-10.1,material_contract_other
51143,000155837019009324,ibm-20190930ex311c8cf4a.htm,EX-31.1,EX-31.1,other
51143,000155837019009324,ibm-20190930ex312382701.htm,EX-31.2,EX-31.2,other
51143,000155837019009324,ibm-20190930ex321464e7c.htm,EX-32.1,EX-32.1,other
51143,000155837019009324,ibm-20190930ex3222134ac.htm,EX-32.2,EX-32.2,other
51143,000155837019009324,0001558370-19-009324.txt,Complete submission text file,,other
51143,000155837019009324,ibm-20190930.xsd,EX-101.SCH,EX-101.SCH,other
51143,000155837019009324,ibm-20190930_cal.xml,EX-101.CAL,EX-101.CAL,other
51143,000155837019009324,ibm-20190930_def.xml,EX-101.DEF,EX-101.DEF,other
51143,000155837019009324,ibm-20190930_lab.xml,EX-101.LAB,EX-101.LAB,other
51143,000155837019009324,ibm-20190930_pre.xml,EX-101.PRE,EX-101.PRE,other
51143,000155837019009324,ibm-20190930x10q_htm.xml,EXTRACTED XBRL INSTANCE DOCUMENT,XML,other
51143,000110465916099908,a16-5143_28k.htm,8-K,8-K,other
51143,000110465916099908,g51432bmi001.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi002.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi003.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi004.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi005.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi006.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi007.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi008.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi009.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi010.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi011.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bmi012.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki001.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki002.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki003.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki004.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki005.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki006.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki007.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki008.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki009.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki010.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki011.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki012.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki013.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki014.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki015.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki016.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki017.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,g51432bki018.gif,GRAPHIC,GRAPHIC,other
51143,000110465916099908,0001104659-16-099908.txt,Complete submission text file,,other
51143,000095015715000168,form8k.htm,CURRENT REPORT,8-K,other
51143,000095015715000168,ex1.htm,UNDERWRITING AGREEMENT,EX-1,financing
51143,000095015715000168,ex2.htm,FORM OF 1.125% NOTE DUE 2018,EX-2,financing
51143,000095015715000168,ex3.htm,FORM OF FLOATING RATE NOTE DUE 2018,EX-3,financing
51143,000095015715000168,0000950157-15-000168.txt,Complete submission text file,,other
51143,000110465917037831,a17-14824_18k.htm,8-K,8-K,other
51143,000110465917037831,0001104659-17-037831.txt,Complete submission text file,,other
51143,000110465913082300,a13-23824_18k.htm,8-K,8-K,other
51143,000110465913082300,0001104659-13-082300.txt,Complete submission text file,,other
51143,000110465909012359,a08-30758_48k.htm,8-K,8-K,other
51143,000110465909012359,g307584dai001.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,g307584dci001.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,g307584dci002.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,g307584dci003.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,g307584dci004.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,g307584dci005.gif,GRAPHIC,GRAPHIC,other
51143,000110465909012359,0001104659-09-012359.txt,Complete submission text file,,other
51143,000110465912069402,a12-23956_28k.htm,8-K,8-K,other
51143,000110465912069402,g239562bei001.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei002.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei003.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei004.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei005.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei006.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei007.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei008.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei009.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei010.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei011.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei012.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei013.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei014.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei015.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei016.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei017.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei018.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei019.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei020.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei021.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei022.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei023.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei024.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei025.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei026.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei027.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei028.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei029.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei030.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei031.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei032.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei033.gif,GRAPHIC,GRAPHIC,other
51143,000110465912069402,g239562bei034.gif,GRAPHIC,GRAPHIC,other
